conveyor,month,all_salary,workers,avg_pay,attrition,cus1,cus1ps,cus2,cus2ps,cus3,cus3ps,cus4,cus4ps,cus5,cus5ps,allps,cus1price,cus2price,cus3price,avgprice,minprice,maxprice,numbuyers,numstyles,numartno,numbatches,cus6,cus6ps,cus1share,pschange,stylesch,artnoch
A-1,1,1119218.3,126,8882.684921,,Curfu,14562.0,Bull,5832.0,Rhino,4344.0,TAMPA,84.0,,,24822.0,16.67745122056858,15.208230261940034,19.6299991607666,16.85148013545777,15.208230261940034,19.6299991607666,4.0,13.0,9.0,20.0,,,58.66569978245105,,,
A-1,2,1059743.7,114,9295.997368,0.09523809523809523,Rhino,15436.0,Curfu,4114.0,Bull,1368.0,,,,,20918.0,18.87884170807035,13.684322190273138,15.204385774177418,17.616918531199556,13.684322190273138,18.87884170807035,3.0,16.0,9.0,33.0,,,73.79290563151353,-15.727983240673593,23.076923076923084,0.0
A-1,3,1042766.2,117,8912.531624,0.0,Curfu,18015.0,Rhino,12421.0,Sparky,1014.0,,,,,31450.0,16.420757356908894,19.023271376706006,16.43400001525879,17.44903254595394,16.420757356908894,19.023271376706006,3.0,14.0,8.0,29.0,,,57.28139904610493,50.34898173821589,-12.5,-11.111111111111116
A-1,4,1003444.4,116,8650.382759,0.008547008547008517,Rhino,29389.0,Curfu,2766.0,Bull,108.0,,,,,32263.0,20.251667759710458,17.57272185575936,21.450000762939453,20.026005409464666,17.57272185575936,21.450000762939453,3.0,17.0,9.0,64.0,,,91.09196292967175,2.585055643879164,21.42857142857142,12.5
A-1,5,1042253.3,117,8908.147863,0.0,Rhino,30698.0,,,,,,,,,30698.0,21.46091297499341,,,21.46091297499341,21.46091297499341,21.46091297499341,1.0,10.0,5.0,28.0,,,100.0,-4.8507578340513895,-41.17647058823529,-44.44444444444444
A-1,6,1056822.5,120,8806.854167,0.0,Rhino,11766.0,Curfu,10668.0,Sparky,600.0,,,,,23034.0,21.579224622960847,26.29255709739316,13.42032527923584,23.549637544338328,13.42032527923584,26.29255709739316,3.0,11.0,8.0,14.0,,,51.08101067986455,-24.965795817317094,10.000000000000009,60.00000000000001
A-1,7,1157920.0,125,9263.36,0.0,Rhino,24453.0,Curfu,13087.0,Bull,6453.0,Crown,4073.0,,,48066.0,21.91804954613985,26.963125682290684,17.026128145552192,22.266087198358637,17.026128145552192,26.963125682290684,4.0,25.0,13.0,54.0,,,50.873798527025336,108.67413388903361,127.2727272727273,62.5
A-1,8,1158070.4,123,9415.206504,0.016000000000000014,Crown,20157.0,Rhino,19656.0,Bull,6828.0,,,,,46641.0,17.52475861792894,21.693147045060975,21.453866432337435,19.856650967588862,17.52475861792894,21.693147045060975,3.0,18.0,11.0,31.0,,,43.21734096610278,-2.964673573835974,-28.000000000000004,-15.384615384615385
A-1,9,1130169.7,123,9188.371545,0.0,Crown,16462.0,Rhino,2000.0,Curfu,1020.0,,,,,19482.0,17.725045691833014,19.969999313354492,20.899999618530273,18.121738035959602,17.725045691833014,20.899999618530273,3.0,23.0,8.0,35.0,,,84.4985114464634,-58.2298835788255,27.777777777777768,-27.27272727272727
A-2,1,945268.5,107,8834.285047,,Rhino,7506.0,Curfu,6212.0,,,,,,,13718.0,20.920000076293945,13.973889211493773,,17.774553167696578,13.973889211493773,20.920000076293945,2.0,5.0,2.0,7.0,,,54.7164309666132,,,
A-2,2,1049415.4,122,8601.765574,0.0,Bull,8460.0,Rhino,4473.0,,,,,,,12933.0,15.225035494270054,15.799188201975934,,15.423611622126577,15.225035494270054,15.799188201975934,2.0,14.0,8.0,30.0,,,65.41405706332637,-5.7224085143606995,179.99999999999997,300.0
A-2,3,1168824.7,141,8289.536879,0.0,Rhino,4449.0,Curfu,168.0,,,,,,,4617.0,18.440997929486244,20.899999618530273,,18.53047427424678,18.440997929486244,20.899999618530273,2.0,10.0,5.0,16.0,,,96.36127355425602,-64.30062630480167,-28.57142857142857,-37.5
A-2,4,1100803.0,128,8600.023438,0.09219858156028371,Rhino,14010.0,Bull,7632.0,,,,,,,21642.0,20.461456263703504,17.073899820915557,,19.26684251398732,17.073899820915557,20.461456263703504,2.0,14.0,6.0,54.0,,,64.73523703909065,368.74593892137756,39.99999999999999,19.999999999999996
A-2,5,1077071.4,132,8159.631818,0.0,Curfu,10000.0,Rhino,9379.0,Bull,1554.0,,,,,20933.0,28.032499313354492,20.987525764235123,13.40656360788235,23.790225821571457,13.40656360788235,28.032499313354492,3.0,18.0,9.0,23.0,,,47.77146132900205,-3.276037334811943,28.57142857142858,50.0
A-2,6,1078728.5,134,8050.212687,0.0,Curfu,26715.0,Bull,5256.0,,,,,,,31971.0,34.387821820798315,17.25,,31.57038128124322,17.25,34.387821820798315,2.0,15.0,6.0,23.0,,,83.56010134184105,52.73013901495247,-16.666666666666664,-33.333333333333336
A-2,7,1003139.6,124,8089.835484,0.07462686567164178,Curfu,20734.0,Rhino,8940.0,Bull,3606.0,Sparky,2339.0,,,35619.0,36.3278003224207,20.646080526569545,14.093510756278395,28.797504429600462,14.093510756278395,36.3278003224207,4.0,24.0,18.0,30.0,,,58.210505629018215,11.410340621187952,60.00000000000001,200.0
A-2,8,960475.1,111,8652.928829,0.10483870967741937,Rhino,13406.0,Curfu,6900.0,Bull,6138.0,Crown,1004.0,,,27448.0,23.181660679904414,19.074999809265137,20.98856325792777,21.185865747445668,10.25,23.181660679904414,4.0,18.0,11.0,36.0,,,48.841445642669775,-22.94000393048654,-25.0,-38.888888888888886
A-2,9,1014877.0,121,8387.413223,0.0,Bull,14892.0,Rhino,2807.0,,,,,,,17699.0,17.023207256430872,22.485019842840234,,17.889431784938193,17.023207256430872,22.485019842840234,2.0,7.0,5.0,13.0,,,84.14034691225493,-35.518070533372196,-61.111111111111114,-54.54545454545454
A-3,1,1047163.6,120,8726.363333,,Bull,19699.0,,,,,,,,,19699.0,16.244009574976506,,,16.244009574976506,16.244009574976506,16.244009574976506,1.0,9.0,8.0,23.0,,,100.0,,,
A-3,2,1001407.0,110,9103.7,0.08333333333333337,Rhino,17892.0,Bull,11544.0,,,,,,,29436.0,20.84450421055078,15.348160160802259,,18.688987302333057,15.348160160802259,20.84450421055078,2.0,13.0,11.0,27.0,,,60.782715042804725,49.42890502055941,44.44444444444444,37.5
A-3,3,974002.1,111,8774.793694,0.0,Bull,14364.0,Rhino,1170.0,,,,,,,15534.0,16.24974907370737,21.457795226268278,,16.642012109531773,16.24974907370737,21.457795226268278,2.0,12.0,9.0,18.0,,,92.46813441483198,-47.22788422339992,-7.692307692307687,-18.181818181818176
A-3,4,1008164.8,112,9001.471429,0.0,Bull,24351.0,Rhino,240.0,,,,,,,24591.0,17.206309154642558,23.010000228881836,,17.262951253695764,17.206309154642558,23.010000228881836,2.0,14.0,13.0,23.0,,,99.02403318287179,58.304364619544224,16.666666666666675,44.44444444444444
A-3,5,966849.0,109,8870.174312,0.0267857142857143,Bull,17580.0,,,,,,,,,17580.0,16.927099257849996,,,16.927099257849996,16.927099257849996,16.927099257849996,1.0,4.0,4.0,9.0,,,100.0,-28.510430645358053,-71.42857142857143,-69.23076923076923
A-3,6,964045.8,109,8844.456881,0.0,Bull,12864.0,Rhino,1218.0,,,,,,,14082.0,17.2217352790619,20.513250980471156,,17.506429649486307,17.2217352790619,20.513250980471156,2.0,17.0,12.0,35.0,,,91.35066041755434,-19.89761092150171,325.0,200.0
A-3,7,932783.3,106,8799.842453,0.02752293577981646,Bull,62541.0,Rhino,19423.0,Premium,501.0,,,,,82465.0,17.839991948436122,27.871549107170015,35.466800689697266,20.309815096116473,17.839991948436122,35.466800689697266,3.0,47.0,32.0,127.0,,,75.8394470381374,485.6057378213322,176.47058823529412,166.66666666666666
A-3,8,923422.5,103,8965.26699,0.028301886792452824,Bull,22431.0,Rhino,288.0,,,,,,,22719.0,19.968730962227035,30.039999961853027,,20.096400554721964,19.968730962227035,30.039999961853027,2.0,11.0,8.0,16.0,,,98.73233857123994,-72.45013035833384,-76.59574468085107,-75.0
A-3,9,1040563.5,126,8258.440476,0.0,Bull,17169.0,Crown,468.0,,,,,,,17637.0,19.228385888632413,17.84000015258789,,19.191544899548738,17.84000015258789,19.228385888632413,2.0,15.0,7.0,45.0,,,97.3464874978738,-22.368942294995374,36.36363636363635,-12.5
A-4,1,1145621.9,116,9876.050862,,Bull,12702.0,Rhino,9282.0,,,,,,,21984.0,13.856613502448383,17.30954092675513,,15.314495250647765,13.856613502448383,17.30954092675513,2.0,15.0,9.0,30.0,,,57.77838427947598,,,
A-4,2,1173994.0,118,9949.101695,0.0,Rhino,22722.0,Bull,10539.0,,,,,,,33261.0,19.874473460469172,14.554639876007593,,18.18884385983658,14.554639876007593,19.874473460469172,2.0,35.0,18.0,70.0,,,68.31424190493371,51.296397379912676,133.33333333333334,100.0
A-4,3,1123469.6,120,9362.246667,0.0,Rhino,34938.0,Bull,2580.0,,,,,,,37518.0,21.035378134839558,14.5,,20.585959839944145,14.5,21.035378134839558,2.0,35.0,12.0,74.0,,,93.12330081560852,12.798773338143764,0.0,-33.333333333333336
A-4,4,1123315.2,119,9439.623529,0.008333333333333304,Rhino,39614.0,Bull,12528.0,,,,,,,52142.0,21.427946567848366,15.285248834054588,,19.952059236925724,15.285248834054588,21.427946567848366,2.0,43.0,24.0,86.0,,,75.97330367074527,38.97862359400821,22.857142857142865,100.0
A-4,5,1107889.2,116,9550.768966,0.025210084033613467,Rhino,29016.0,Bull,1020.0,,,,,,,30036.0,21.89228908240647,14.188235518511604,,21.630665209881077,14.188235518511604,21.89228908240647,2.0,29.0,13.0,74.0,,,96.60407510986816,-42.395765409842355,-32.55813953488372,-45.833333333333336
A-4,6,1096629.7,119,9215.37563,0.0,Rhino,25392.0,Bull,1200.0,Sparky,726.0,,,,,27318.0,20.726861890637807,13.850000381469727,16.333171844482422,20.308015240644743,13.850000381469727,20.726861890637807,3.0,29.0,13.0,57.0,,,92.94970349220294,-9.049141030763085,0.0,0.0
A-4,7,1097027.4,117,9376.302564,0.01680672268907568,Rhino,31450.0,Bull,6462.0,Curfu,1932.0,,,,,39844.0,21.18446623973513,17.80979625627523,27.289100042781474,20.933162030177044,17.80979625627523,27.289100042781474,3.0,45.0,23.0,93.0,,,78.93283806846702,45.85255143129072,55.172413793103445,76.92307692307692
A-4,8,1075420.1,114,9433.509649,0.02564102564102566,Rhino,31074.0,Crown,5264.0,,,,,,,36338.0,21.564733267275457,12.065805403294897,,20.18869836507958,12.065805403294897,21.564733267275457,2.0,32.0,9.0,110.0,,,85.51378721999009,-8.799317337616708,-28.888888888888886,-60.86956521739131
A-4,9,1098572.3,117,9389.506838,0.0,Bull,11601.0,Rhino,5976.0,Crown,3601.0,,,,,21178.0,14.618515805801064,20.728212929154974,13.308628081745718,16.119821137505646,13.308628081745718,20.728212929154974,3.0,22.0,14.0,31.0,,,54.778543771838706,-41.71941218559084,-31.25,55.55555555555556
B-1,1,1147866.6,125,9182.9328,,Sparky,17813.0,Rhino,4969.0,PortLand,2850.0,,,,,25632.0,15.988117648196276,20.468778335393182,20.406000022888183,17.34795565235332,15.988117648196276,20.468778335393182,3.0,30.0,26.0,38.0,,,69.49516229712859,,,
B-1,2,1131376.5,119,9507.365546,0.04800000000000004,Rhino,22756.0,Sparky,6189.0,Lamby,1254.0,PortLand,524.0,,,30723.0,18.853173804169987,16.35124197112549,10.527999877929688,18.018545438072834,10.527999877929688,19.391221374045802,4.0,32.0,22.0,59.0,,,74.06828760212218,19.861891385767795,6.666666666666665,-15.384615384615385
B-1,3,1101308.7,121,9101.724793,0.0,Sparky,20555.0,Rhino,12175.0,PortLand,150.0,,,,,32880.0,16.705567002951796,18.16006821994664,18.0,17.250053537820087,16.705567002951796,18.16006821994664,3.0,40.0,31.0,68.0,,,62.51520681265207,7.020798750122048,25.0,40.90909090909092
B-1,4,1064643.2,119,8946.581513,0.016528925619834656,Rhino,19166.0,Sparky,9382.0,,,,,,,28548.0,19.0446467642917,17.938693161027008,,18.681186742369693,17.938693161027008,19.0446467642917,2.0,35.0,25.0,74.0,,,67.13605156228107,-13.175182481751824,-12.5,-19.354838709677423
B-1,5,1048040.3,118,8881.697458,0.008403361344537785,Rhino,14839.0,Sparky,5509.0,,,,,,,20348.0,21.5691292771304,17.115055920186634,,20.363237291510035,17.115055920186634,21.5691292771304,2.0,27.0,24.0,52.0,,,72.92608610182819,-28.723553313717243,-22.857142857142854,-4.0000000000000036
B-1,6,1102741.5,118,9345.266949,0.0,Sparky,12316.0,Rhino,10149.0,PortLand,400.0,,,,,22865.0,17.05225767079558,21.622232799283836,21.950000762939453,19.166396083911035,17.05225767079558,21.950000762939453,3.0,33.0,26.0,49.0,,,53.8639842554122,12.369766070375476,22.222222222222232,8.333333333333325
B-1,7,1077967.9,114,9455.858772,0.03389830508474578,Sparky,15587.0,Rhino,13535.0,Bull,11028.0,PortLand,2120.0,METRO,195.0,42513.0,15.941824788699105,23.964291782611667,17.17181757614584,19.150021584759156,15.941824788699105,26.0,6.0,58.0,42.0,76.0,Hannover,48.0,36.664079222825954,85.93046140389242,75.75757575757575,61.53846153846154
B-1,8,1053509.9,111,9491.08018,0.02631578947368418,Rhino,21780.0,Bull,19404.0,Sparky,6240.0,PortLand,1299.0,METRO,385.0,49108.0,22.938608897203036,16.965862875745557,16.7813197412552,19.756772071751843,16.7813197412552,22.938608897203036,5.0,35.0,24.0,55.0,,,44.35122586951209,15.512901935878443,-39.6551724137931,-42.85714285714286
B-1,9,1016247.0,115,8836.930435,0.0,Rhino,5382.0,Sparky,5370.0,PortLand,672.0,,,,,11424.0,20.139241561974703,18.357395152228726,21.666607686451503,19.391506514295475,18.357395152228726,21.666607686451503,3.0,15.0,11.0,19.0,,,47.11134453781513,-76.73698786348456,-57.14285714285714,-54.16666666666667
B-2,1,834580.8,99,8430.109091,,Rhino,6515.0,Sparky,3075.0,TAMPA,1800.0,,,,,11390.0,18.631198913211193,10.790207862854004,16.747333138783773,16.216624209627547,10.790207862854004,18.631198913211193,3.0,9.0,6.0,24.0,,,57.199297629499554,,,
B-2,2,1022799.5,115,8893.908696,0.0,Rhino,4098.0,TAMPA,2720.0,K2,1632.0,Lamby,1254.0,Sparky,750.0,10454.0,15.46623729716981,16.39661741256714,27.146580822327557,16.88601160751877,10.527999877929688,27.146580822327557,5.0,19.0,13.0,27.0,,,39.20030610292711,-8.217734855136083,111.11111111111111,116.66666666666666
B-2,3,1004735.6,135,7442.485926,0.0,K2,7260.0,Rhino,3042.0,Sparky,1511.0,,,,,11813.0,26.8681982466012,15.338599596268091,19.382850646972656,22.941727467175816,15.338599596268091,26.8681982466012,3.0,11.0,8.0,15.0,,,61.45771607551003,12.999808685670565,-42.10526315789473,-38.46153846153846
B-2,4,1055753.5,131,8059.187023,0.029629629629629672,K2,15834.0,Sparky,2025.0,Rhino,1620.0,TAMPA,1440.0,,,20919.0,28.04083722610734,16.243438367490416,17.86559277287236,25.32300010138462,16.243438367490416,28.04083722610734,4.0,17.0,10.0,24.0,,,75.69195468234619,77.08456784897994,54.54545454545454,25.0
B-2,5,1050436.6,124,8471.262903,0.05343511450381677,K2,10092.0,Rhino,1476.0,,,,,,,11568.0,27.860142708958683,15.713333626103594,,26.310290512702277,15.713333626103594,27.860142708958683,2.0,8.0,6.0,12.0,,,87.24066390041494,-44.70098953104833,-52.94117647058824,-40.0
B-2,6,1043330.5,125,8346.644,0.0,K2,8886.0,Rhino,1224.0,PortLand,324.0,,,,,10434.0,27.576725541861133,23.40999984741211,22.25,26.92252472476619,22.25,27.576725541861133,3.0,5.0,5.0,5.0,,,85.16388729154687,-9.802904564315352,-37.5,-16.666666666666664
B-2,7,972141.1,118,8238.483898,0.05600000000000005,K2,27564.0,Sparky,3904.0,Rhino,1402.0,,,,,32870.0,27.82100572698159,14.745876740236751,17.89583470375834,25.844723605326255,14.745876740236751,27.82100572698159,3.0,15.0,9.0,28.0,,,83.85762093094007,215.027793751198,200.0,80.0
B-2,8,942805.1,112,8417.902679,0.05084745762711862,K2,45900.0,Rhino,546.0,,,,,,,46446.0,27.84300645591387,15.600000381469727,,27.69908273123044,15.600000381469727,27.84300645591387,2.0,12.0,5.0,21.0,,,98.82444128665547,41.302099178582296,-19.999999999999996,-44.44444444444444
B-2,9,861845.7,107,8054.63271,0.044642857142857095,K2,18048.0,Rhino,1710.0,,,,,,,19758.0,26.537140890004785,18.34000015258789,,25.827701135931353,18.34000015258789,26.537140890004785,2.0,9.0,4.0,12.0,,,91.3452778621318,-57.460276450071056,-25.0,-19.999999999999996
B-3,1,1039395.2,113,9198.187611,,Sparky,10495.0,PortLand,4656.0,Reliance-B,569.0,,,,,15720.0,16.86061100444094,17.621521098097574,22.451903163862983,17.2883618081799,16.86061100444094,22.451903163862983,3.0,16.0,11.0,28.0,,,66.76208651399492,,,
B-3,2,1064642.8,114,9338.97193,0.0,Sparky,32998.0,Lamby,2434.0,PortLand,900.0,Joburg,401.0,,,36733.0,16.629244204282514,10.51319008218331,16.75,16.321596510141013,10.51319008218331,25.299999237060547,4.0,25.0,11.0,43.0,,,89.83203114365828,133.6704834605598,56.25,0.0
B-3,3,1043005.6,118,8839.030508,0.0,Sparky,26606.0,PortLand,312.0,,,,,,,26918.0,17.013764702932356,17.850000381469727,,17.02345730757251,17.013764702932356,17.850000381469727,2.0,19.0,11.0,28.0,,,98.84092428858014,-26.719843192769442,-24.0,0.0
B-3,4,945685.3,115,8223.350435,0.025423728813559365,Sparky,43124.0,PortLand,390.0,,,,,,,43514.0,17.47392363002488,19.703846271221455,,17.493909607642813,17.47392363002488,19.703846271221455,2.0,35.0,25.0,57.0,,,99.10373672840926,61.653911880526046,84.21052631578947,127.2727272727273
B-3,5,978177.5,114,8580.504386,0.008695652173912993,Sparky,18567.0,PortLand,936.0,,,,,,,19503.0,15.468348056606043,17.305127755189552,,15.556499920312865,15.468348056606043,17.305127755189552,2.0,28.0,24.0,35.0,,,95.20073834794647,-55.179942087604,-19.999999999999996,-4.0000000000000036
B-3,6,1007703.7,108,9330.589815,0.052631578947368474,Sparky,25803.0,PortLand,1726.0,Reliance-B,659.0,,,,,28188.0,16.747229041893558,16.350000381469727,23.19256422769318,16.873589876984745,16.350000381469727,23.19256422769318,3.0,31.0,22.0,48.0,,,91.5389527458493,44.53161052145824,10.71428571428572,-8.333333333333337
